iter	MultiClass
0	1.195296359
1	1.054182132
2	0.9434326139
3	0.8502252739
4	0.7747251362
5	0.7051209004
6	0.6433042882
7	0.5897646051
8	0.5398861766
9	0.5005261566
10	0.4608724283
11	0.4277597102
12	0.3968946331
13	0.3697874295
14	0.3430336273
15	0.3203382998
16	0.2990890043
17	0.2798349146
18	0.2621340423
19	0.2451926346
20	0.2302204462
21	0.2168464382
22	0.2040077153
23	0.1922521258
24	0.1811786639
25	0.1707604931
26	0.1609518859
27	0.1517521258
28	0.1432531331
29	0.1357215327
30	0.1282930999
31	0.1221507765
32	0.1165031898
33	0.1105691744
34	0.1054121222
35	0.10064215
36	0.09584110081
37	0.09146897169
38	0.08715743364
39	0.0833205073
40	0.0800131238
41	0.07656232454
42	0.07369978887
43	0.07080831881
44	0.06807834797
45	0.06596843644
46	0.06350527012
47	0.06117240537
48	0.05893345983
49	0.0569203178
50	0.0551709218
51	0.05363182723
52	0.05203923501
53	0.05019805676
54	0.04848287744
55	0.04712619532
56	0.04559851096
57	0.04417121542
58	0.04297907314
59	0.04182133366
60	0.04108741084
61	0.03988548296
62	0.03893741368
63	0.03795736201
64	0.03700478517
65	0.03640557911
66	0.03580381502
67	0.03508293126
68	0.03430621445
69	0.03352844536
70	0.03267099032
71	0.03190329053
72	0.03118108471
73	0.03058532458
74	0.02989840842
75	0.02918705709
76	0.02849629596
77	0.02794097643
78	0.02739572691
79	0.02688298114
80	0.02642552387
81	0.02587461029
82	0.02565573614
83	0.02512198125
84	0.02474237563
85	0.02426169949
86	0.02400309923
87	0.02357251391
88	0.02341649562
89	0.02297745054
90	0.02266371755
91	0.02246472909
92	0.02223881706
93	0.0217971051
94	0.0213334031
95	0.02093347216
96	0.02059870875
97	0.02043085075
98	0.02008105279
99	0.01974711368
100	0.01945797333
101	0.0190900905
102	0.01890869149
103	0.01878674115
104	0.01852963047
105	0.01824892145
106	0.01809280185
107	0.0179257642
108	0.01763330042
109	0.01743512576
110	0.01705781498
111	0.01676531249
112	0.01660518939
113	0.01631165305
114	0.0161509376
115	0.01608790829
116	0.0158325141
117	0.01570087153
118	0.01558923935
119	0.0152866235
120	0.01507761966
121	0.01488926812
122	0.01462332625
123	0.01439964995
124	0.01428692549
125	0.01420896905
126	0.01402393743
127	0.0139807465
128	0.01380991216
129	0.01377427811
130	0.01368147096
131	0.01351886292
132	0.01343619294
133	0.0133813382
134	0.0131304411
135	0.01296847874
136	0.01285344636
137	0.01277545833
138	0.0127274737
139	0.01261215202
140	0.01251490302
141	0.01234749065
142	0.01223651732
143	0.01221828148
144	0.01212095578
145	0.01209131623
146	0.01204668843
147	0.01192311844
148	0.01180360264
149	0.01175853603
150	0.01169942676
151	0.01161297672
152	0.01144889285
153	0.01141312068
154	0.01136422494
155	0.0112596907
156	0.01120195368
157	0.01109994678
158	0.01106436844
159	0.01101135371
160	0.01087823711
161	0.01075913872
162	0.01064493445
163	0.01060902361
164	0.01052579502
165	0.01046890067
166	0.01037303566
167	0.01035081732
168	0.01032633391
169	0.01018707834
170	0.01017700917
171	0.01009103177
172	0.01006365746
173	0.009992199505
174	0.009871280439
175	0.009824472918
176	0.00968453085
177	0.009576115295
178	0.009560191656
179	0.009485146712
180	0.009389030398
181	0.009369251341
182	0.009273824689
183	0.009194198333
184	0.009108522076
185	0.009019659797
186	0.008972997346
187	0.008879395703
188	0.008776758993
189	0.008699582901
190	0.008596120257
191	0.00856995689
192	0.008457196664
193	0.00838206353
194	0.008325347033
195	0.008308271093
196	0.008289718873
197	0.008252732254
198	0.008202080981
199	0.008146176681
200	0.008122570199
201	0.008033912451
202	0.007976584205
203	0.007966265294
204	0.007943470636
205	0.007928197714
206	0.007889685581
207	0.007811042855
208	0.00776900918
209	0.007761933373
210	0.007733740855
211	0.00770153535
212	0.007678302414
213	0.007596600055
214	0.00758290033
215	0.007576900256
216	0.007547178012
217	0.00752201763
218	0.007438756501
219	0.007427744414
220	0.007417162409
221	0.007406702399
222	0.007396882201
223	0.007342550281
224	0.007282774651
225	0.007239303943
226	0.007216891471
227	0.007201921233
228	0.007135508958
229	0.007058449336
230	0.007027884194
231	0.006951887204
232	0.006918221711
233	0.006849925998
234	0.006840371397
235	0.006808039622
236	0.006761928224
237	0.006748117593
238	0.006686502031
239	0.006640939497
240	0.006592245536
241	0.006553710695
242	0.006535171807
243	0.006502733817
244	0.006458856491
245	0.006395211472
246	0.006349517592
247	0.006285479274
248	0.006235272586
249	0.006192989622
250	0.006166107156
251	0.006121904063
252	0.00604494879
253	0.006003638936
254	0.005988433542
255	0.005965066025
256	0.005958572684
257	0.005932536655
258	0.005881615415
259	0.005837107654
260	0.005822736188
261	0.005765792348
262	0.005750102177
263	0.005736256916
264	0.005688961554
265	0.005681583314
266	0.005661717548
267	0.005620348142
268	0.005555355872
269	0.005511853188
270	0.005496171796
271	0.005471096395
272	0.005464448927
273	0.005459962904
274	0.00542801079
275	0.005398056673
276	0.005362932218
277	0.005327769978
278	0.005277631585
279	0.005238441964
280	0.005214910101
281	0.005182275358
282	0.005161708076
283	0.005141541274
284	0.005116255741
285	0.00510190092
286	0.005097248876
287	0.005075917253
288	0.005054893155
289	0.005039668985
290	0.005034308531
291	0.00500771114
292	0.004993919744
293	0.004973869726
294	0.004953516812
295	0.004927637871
296	0.004899068083
297	0.004872260651
298	0.004846985582
299	0.004838870208
300	0.004830064513
301	0.004818730632
302	0.00479014378
303	0.004766780564
304	0.004738881938
305	0.00473433496
306	0.004731374954
307	0.004690161336
308	0.004684733188
309	0.00468316061
310	0.004664063257
311	0.004660197585
312	0.004639863564
313	0.004610252636
314	0.004569406027
315	0.00453564273
316	0.004518419707
317	0.004499379234
318	0.004493468368
319	0.004461547492
320	0.004452088827
321	0.004433647845
322	0.004419698656
323	0.004406248176
324	0.004382614488
325	0.004349532514
326	0.004331314696
327	0.004297396374
328	0.004253643033
329	0.004219523085
330	0.004200610619
331	0.004181659006
332	0.004170912754
333	0.004159442159
334	0.004145003395
335	0.004135574594
336	0.004129588597
337	0.004111799579
338	0.004100434991
339	0.004090066879
340	0.004081509535
341	0.004069897401
342	0.00406195028
343	0.004057752861
344	0.004047329341
345	0.004017466134
346	0.004013411065
347	0.00399961231
348	0.003981788121
349	0.003973102162
